transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1024,"December 3, 2023",21:51:00,72,Female,49,Clothing,1,300,126,300
1215,"November 19, 2022",20:44:00,107,Male,58,Clothing,3,500,130,1500
1739,"October 25, 2023",17:52:00,67,Male,36,Beauty,1,25,11.25,25
289,"September 9, 2023",20:29:00,107,Male,53,Electronics,2,30,8.1,60
741,"December 24, 2022",22:30:00,53,Male,48,Clothing,1,300,141,300
810,"December 1, 2022",18:04:00,76,Male,59,Electronics,4,25,13.75,100
1289,"October 10, 2023",19:35:00,83,Male,53,Electronics,2,30,16.2,60
1741,"September 2, 2023",20:47:00,70,Male,48,Clothing,1,300,132,300
1810,"September 22, 2023",18:29:00,106,Male,59,Electronics,4,25,13.5,100
266,"September 12, 2022",18:26:00,66,Female,19,Electronics,2,30,14.4,60
389,"November 11, 2022",19:06:00,109,Male,21,Clothing,2,25,12.25,50
1266,"September 3, 2023",20:08:00,79,Female,19,Electronics,2,30,15.6,60
1389,"September 27, 2023",18:11:00,60,Male,21,Clothing,2,25,9.5,50
112,"December 25, 2023",18:44:00,57,Male,37,Clothing,3,500,165,1500
566,"November 26, 2022",19:15:00,106,Female,64,Clothing,1,30,8.4,30
608,"December 7, 2022",22:19:00,112,Female,55,Electronics,3,500,200,1500
1112,"December 22, 2022",17:11:00,94,Male,37,Clothing,3,500,180,1500
1566,"October 3, 2022",18:17:00,56,Female,64,Clothing,1,30,15.6,30
1608,"September 26, 2023",21:01:00,87,Female,55,Electronics,3,500,265,1500
348,"October 17, 2022",20:20:00,83,Female,35,Electronics,2,300,147,600
1348,"October 25, 2023",17:21:00,79,Female,35,Electronics,2,300,87,600
199,"October 26, 2023",21:34:00,53,Male,45,Beauty,3,500,135,1500
258,"December 29, 2023",17:40:00,109,Female,37,Clothing,1,50,22,50
485,"November 8, 2022",17:30:00,101,Male,24,Electronics,1,30,11.4,30
576,"December 25, 2023",17:30:00,113,Female,33,Beauty,3,50,20,150
1199,"December 16, 2023",17:46:00,110,Male,45,Beauty,3,500,190,1500
1258,"December 3, 2022",20:27:00,64,Female,37,Clothing,1,50,21.5,50
1485,"September 24, 2022",18:29:00,66,Male,24,Electronics,1,30,15.6,30
1576,"December 14, 2022",18:34:00,108,Female,33,Beauty,3,50,27.5,150
65,"December 11, 2022",20:03:00,84,Male,51,Electronics,4,500,160,2000
311,"November 20, 2023",21:01:00,61,Female,32,Beauty,4,25,9.75,100
791,"September 4, 2022",16:28:00,106,Female,51,Beauty,1,25,11.75,25
971,"December 30, 2023",16:50:00,64,Female,27,Electronics,4,50,26.5,200
999,"December 14, 2022",16:45:00,110,Female,36,Electronics,3,50,21.5,150
1065,"October 24, 2023",15:16:00,76,Male,51,Electronics,4,500,175,2000
1311,"November 24, 2023",15:22:00,84,Female,32,Beauty,4,25,9.25,100
1791,"October 6, 2022",14:52:00,87,Female,51,Beauty,1,25,7,25
1971,"September 12, 2022",16:19:00,90,Female,27,Electronics,4,50,19,200
1999,"November 12, 2022",13:06:00,61,Female,36,Electronics,3,50,13,150
395,"December 1, 2022",15:00:00,76,Male,50,Electronics,2,500,175,1000
535,"November 20, 2023",13:46:00,59,Male,47,Beauty,3,30,16.2,90
580,"November 14, 2022",14:44:00,104,Female,31,Clothing,3,500,200,1500
712,"September 12, 2023",14:15:00,108,Female,57,Beauty,2,25,11.5,50
868,"December 4, 2023",13:39:00,110,Female,25,Electronics,1,300,111,300
1395,"September 10, 2023",14:18:00,91,Male,50,Electronics,2,500,130,1000
1535,"December 18, 2023",15:31:00,52,Male,47,Beauty,3,30,9.9,90
1580,"September 21, 2023",15:47:00,105,Female,31,Clothing,3,500,250,1500
1712,"November 25, 2023",16:37:00,92,Female,57,Beauty,2,25,8.75,50
1868,"December 6, 2022",16:23:00,78,Female,25,Electronics,1,300,138,300
531,"October 8, 2022",12:30:00,105,Male,31,Electronics,1,500,275,500
550,"September 27, 2023",16:58:00,80,Male,40,Clothing,3,300,90,900
1531,"September 22, 2022",13:19:00,56,Male,31,Electronics,1,500,250,500
1550,"September 30, 2022",13:11:00,73,Male,40,Clothing,3,300,147,900
392,"December 21, 2022",13:11:00,77,Male,27,Clothing,2,300,78,600
453,"October 14, 2022",14:45:00,90,Female,26,Clothing,2,500,265,1000
540,"December 22, 2022",16:17:00,79,Female,46,Electronics,3,300,87,900
625,"December 25, 2022",13:36:00,68,Male,31,Clothing,1,300,123,300
1392,"September 12, 2022",12:28:00,70,Male,27,Clothing,2,300,90,600
1453,"October 14, 2023",13:24:00,113,Female,26,Clothing,2,500,205,1000
1540,"October 12, 2023",16:51:00,115,Female,46,Electronics,3,300,147,900
1625,"September 27, 2023",16:36:00,52,Male,31,Clothing,1,300,147,300
244,"September 14, 2023",13:57:00,101,Male,28,Beauty,2,50,20.5,100
355,"September 23, 2022",13:42:00,96,Female,55,Electronics,1,500,260,500
468,"December 5, 2022",14:32:00,86,Male,40,Electronics,1,25,12.25,25
700,"September 1, 2022",15:07:00,61,Male,36,Electronics,4,500,250,2000
752,"September 20, 2023",16:06:00,79,Male,29,Clothing,2,50,13,100
828,"November 24, 2022",15:54:00,76,Female,33,Electronics,4,300,132,1200
1244,"December 11, 2022",16:47:00,100,Male,28,Beauty,2,50,19.5,100
1355,"September 17, 2023",13:19:00,107,Female,55,Electronics,1,500,155,500
1468,"November 8, 2023",13:14:00,73,Male,40,Electronics,1,25,9.75,25
1700,"September 27, 2023",16:10:00,87,Male,36,Electronics,4,500,210,2000
1752,"October 21, 2023",13:01:00,79,Male,29,Clothing,2,50,14.5,100
1828,"October 14, 2022",14:14:00,99,Female,33,Electronics,4,300,165,1200
80,"October 22, 2023",16:51:00,82,Female,64,Clothing,2,30,12.3,60
214,"November 5, 2022",16:31:00,53,Male,20,Beauty,2,30,8.1,60
361,"September 12, 2022",16:37:00,112,Female,34,Electronics,4,300,81,1200
526,"November 19, 2022",12:47:00,65,Male,33,Clothing,2,50,19.5,100
1080,"December 8, 2022",13:31:00,70,Female,64,Clothing,2,30,13.2,60
1214,"November 18, 2023",14:24:00,50,Male,20,Beauty,2,30,11.1,60
1361,"September 12, 2023",16:00:00,89,Female,34,Electronics,4,300,153,1200
1526,"September 25, 2022",15:06:00,84,Male,33,Clothing,2,50,26.5,100
265,"November 24, 2022",12:12:00,80,Male,55,Clothing,3,300,132,900
586,"December 20, 2023",14:57:00,84,Male,50,Electronics,1,50,21.5,50
1265,"November 5, 2022",14:35:00,86,Male,55,Clothing,3,300,111,900
1586,"November 4, 2022",16:25:00,59,Male,50,Electronics,1,50,14,50
336,"November 4, 2023",13:05:00,67,Female,52,Beauty,3,50,25,150
571,"October 20, 2022",12:51:00,87,Female,41,Electronics,1,50,16,50
1336,"September 23, 2022",13:27:00,74,Female,52,Beauty,3,50,21.5,150
1571,"November 8, 2022",14:55:00,105,Female,41,Electronics,1,50,25,50
9,"December 2, 2022",13:12:00,85,Male,63,Electronics,2,300,78,600
552,"October 29, 2022",13:32:00,85,Female,49,Electronics,3,25,9.75,75
771,"December 24, 2023",12:23:00,70,Male,24,Electronics,2,25,11.75,50
1009,"September 22, 2023",14:18:00,88,Male,63,Electronics,2,300,78,600
1552,"September 25, 2022",12:11:00,55,Female,49,Electronics,3,25,13,75
1771,"September 13, 2023",13:41:00,108,Male,24,Electronics,2,25,10.75,50
496,"December 12, 2022",13:07:00,91,Male,23,Clothing,2,300,141,600
701,"November 29, 2023",16:33:00,93,Female,52,Beauty,2,30,14.1,60
1496,"September 3, 2022",15:05:00,110,Male,23,Clothing,2,300,120,600
1701,"October 13, 2023",15:09:00,62,Female,52,Beauty,2,30,15.9,60
139,"September 15, 2023",14:03:00,113,Male,36,Beauty,4,500,230,2000
151,"October 12, 2023",15:49:00,108,Male,29,Clothing,1,50,18,50
1139,"December 21, 2023",14:23:00,87,Male,36,Beauty,4,500,230,2000
1151,"December 12, 2022",14:48:00,99,Male,29,Clothing,1,50,26,50
83,"November 27, 2022",15:57:00,56,Male,54,Electronics,2,50,16.5,100
153,"November 19, 2023",15:52:00,62,Male,63,Electronics,2,500,195,1000
451,"October 9, 2023",15:38:00,74,Female,45,Electronics,1,30,13.5,30
1083,"September 30, 2022",15:46:00,99,Male,54,Electronics,2,50,17.5,100
1153,"September 24, 2022",12:30:00,91,Male,63,Electronics,2,500,265,1000
1451,"September 23, 2022",12:10:00,94,Female,45,Electronics,1,30,13.2,30
99,"November 19, 2023",15:12:00,71,Female,50,Electronics,4,300,132,1200
783,"November 11, 2022",15:37:00,91,Female,56,Clothing,1,300,150,300
1099,"December 24, 2022",12:41:00,56,Female,50,Electronics,4,300,162,1200
1783,"September 5, 2023",16:37:00,52,Female,56,Clothing,1,300,135,300
409,"December 17, 2023",12:30:00,55,Female,21,Electronics,3,300,87,900
525,"September 5, 2022",14:15:00,98,Female,47,Beauty,2,25,7,50
939,"November 7, 2022",15:28:00,75,Female,46,Electronics,1,300,81,300
994,"December 24, 2022",16:38:00,73,Female,51,Beauty,2,500,125,1000
1409,"November 22, 2023",12:15:00,102,Female,21,Electronics,3,300,138,900
1525,"December 13, 2022",13:35:00,106,Female,47,Beauty,2,25,12,50
1939,"October 31, 2022",13:30:00,74,Female,46,Electronics,1,300,135,300
1994,"November 20, 2022",13:27:00,86,Female,51,Beauty,2,500,250,1000
96,"November 22, 2023",14:10:00,62,Female,44,Clothing,2,300,84,600
609,"November 19, 2023",13:02:00,59,Female,47,Clothing,2,50,13,100
982,"November 10, 2022",14:08:00,50,Female,46,Beauty,3,30,15.6,90
1096,"December 1, 2022",14:49:00,82,Female,44,Clothing,2,300,138,600
1609,"October 5, 2023",13:58:00,81,Female,47,Clothing,2,50,22.5,100
1982,"September 9, 2023",12:46:00,110,Female,46,Beauty,3,30,16.5,90
209,"September 3, 2022",12:22:00,61,Female,30,Electronics,4,50,14,200
435,"December 15, 2023",13:41:00,113,Female,30,Beauty,3,300,108,900
777,"September 10, 2022",15:07:00,54,Male,48,Electronics,3,50,17,150
854,"October 1, 2022",15:42:00,84,Male,29,Clothing,1,50,22,50
890,"December 25, 2023",14:44:00,76,Male,34,Electronics,2,25,13.5,50
1209,"December 6, 2022",12:37:00,55,Female,30,Electronics,4,50,23,200
1435,"October 27, 2022",13:31:00,61,Female,30,Beauty,3,300,114,900
1777,"November 15, 2023",12:06:00,74,Male,48,Electronics,3,50,19.5,150
1854,"November 25, 2023",16:53:00,109,Male,29,Clothing,1,50,22.5,50
1890,"October 18, 2023",14:20:00,51,Male,34,Electronics,2,25,6.25,50
865,"December 17, 2023",14:49:00,78,Female,42,Clothing,1,300,108,300
1865,"November 18, 2022",14:52:00,107,Female,42,Clothing,1,300,156,300
662,"December 3, 2022",12:40:00,100,Male,48,Beauty,2,500,145,1000
1662,"December 20, 2023",12:38:00,106,Male,48,Beauty,2,500,240,1000
309,"October 12, 2023",15:39:00,78,Female,26,Beauty,1,25,9,25
544,"October 31, 2023",13:46:00,95,Female,27,Electronics,1,25,10.25,25
602,"December 12, 2023",16:46:00,75,Female,20,Electronics,1,300,96,300
615,"October 31, 2022",15:06:00,58,Female,61,Clothing,4,25,10.5,100
678,"November 17, 2022",15:55:00,70,Female,60,Electronics,3,300,144,900
781,"October 19, 2022",16:52:00,106,Male,35,Beauty,1,500,225,500
1309,"September 30, 2022",16:50:00,93,Female,26,Beauty,1,25,9.5,25
1544,"December 16, 2022",15:58:00,70,Female,27,Electronics,1,25,11.25,25
1602,"December 1, 2022",15:17:00,86,Female,20,Electronics,1,300,126,300
1615,"November 17, 2022",13:43:00,82,Female,61,Clothing,4,25,13.5,100
1678,"September 16, 2022",13:44:00,99,Female,60,Electronics,3,300,102,900
1781,"October 13, 2022",12:22:00,55,Male,35,Beauty,1,500,225,500
34,"September 24, 2023",13:26:00,87,Female,51,Clothing,3,50,17,150
916,"December 5, 2023",12:56:00,68,Female,32,Electronics,1,50,26,50
1034,"November 13, 2022",14:48:00,52,Female,51,Clothing,3,50,24.5,150
1916,"November 8, 2022",12:40:00,102,Female,32,Electronics,1,50,16.5,50
757,"October 6, 2023",12:10:00,82,Female,43,Electronics,4,300,105,1200
1757,"September 29, 2023",16:42:00,50,Female,43,Electronics,4,300,132,1200
25,"November 20, 2022",14:32:00,61,Female,64,Beauty,1,50,19,50
82,"September 8, 2022",12:55:00,85,Female,32,Beauty,4,50,15,200
472,"October 30, 2023",15:23:00,95,Female,38,Beauty,3,300,162,900
842,"November 28, 2022",14:13:00,71,Female,47,Clothing,2,300,105,600
879,"November 13, 2022",16:51:00,50,Male,23,Clothing,1,30,15.3,30
991,"September 14, 2023",14:28:00,110,Female,34,Clothing,2,50,19.5,100
1025,"November 12, 2022",16:41:00,103,Female,64,Beauty,1,50,16.5,50
1082,"October 22, 2022",15:56:00,111,Female,32,Beauty,4,50,27.5,200
1472,"December 18, 2023",15:22:00,74,Female,38,Beauty,3,300,150,900
1842,"October 4, 2022",14:03:00,84,Female,47,Clothing,2,300,75,600
1879,"November 18, 2022",15:27:00,66,Male,23,Clothing,1,30,16.2,30
1991,"December 4, 2022",13:11:00,96,Female,34,Clothing,2,50,14.5,100
62,"September 16, 2023",12:54:00,50,Male,18,Beauty,2,50,26.5,100
386,"October 23, 2022",13:20:00,77,Female,54,Electronics,2,300,153,600
1062,"December 20, 2022",16:05:00,69,Male,18,Beauty,2,50,21.5,100
1386,"December 19, 2023",14:06:00,110,Female,54,Electronics,2,300,81,600
429,"September 8, 2023",14:29:00,80,Male,64,Electronics,2,25,6.75,50
664,"September 3, 2022",16:52:00,109,Female,44,Clothing,4,500,170,2000
989,"October 31, 2022",13:30:00,97,Female,44,Electronics,1,25,8.25,25
1429,"November 22, 2023",13:14:00,102,Male,64,Electronics,2,25,12,50
1664,"December 12, 2023",16:44:00,99,Female,44,Clothing,4,500,245,2000
1989,"September 6, 2022",16:21:00,109,Female,44,Electronics,1,25,13.25,25
233,"September 3, 2022",13:09:00,81,Female,51,Beauty,2,300,132,600
520,"October 16, 2022",12:42:00,79,Female,49,Electronics,4,25,13,100
805,"September 3, 2022",13:55:00,59,Female,30,Beauty,3,500,155,1500
908,"October 30, 2022",14:47:00,64,Male,46,Beauty,4,300,81,1200
1233,"October 1, 2023",16:20:00,79,Female,51,Beauty,2,300,117,600
1520,"November 21, 2022",15:28:00,88,Female,49,Electronics,4,25,10.5,100
1805,"October 10, 2023",13:35:00,79,Female,30,Beauty,3,500,225,1500
1908,"December 17, 2023",12:34:00,93,Male,46,Beauty,4,300,87,1200
857,"November 20, 2023",12:09:00,62,Male,60,Electronics,2,25,12,50
1857,"November 9, 2022",12:15:00,109,Male,60,Electronics,2,25,7.5,50
211,"September 12, 2022",14:02:00,54,Male,42,Beauty,3,500,235,1500
650,"October 8, 2023",12:41:00,98,Male,55,Electronics,1,30,15,30
1211,"November 22, 2023",14:59:00,82,Male,42,Beauty,3,500,235,1500
1650,"September 23, 2022",16:24:00,89,Male,55,Electronics,1,30,10.8,30
